"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";"Penalty"
"2";"305";"Marthe Kråkstad";"Johansen";"F";"NOR";"Bossmo & Ytteren IL";"NC Sprint, 09.01.2016";"K17";"22:08.1";"0:04.4";"2016-01-09T11:03:48.2000000";"";"0"
"3";"293";"Juni";"Arnekleiv";"F";"NOR";"Dombås IL / NTG Lillehammer";"NC Sprint, 09.01.2016";"K17";"22:20.1";"0:16.4";"2016-01-09T10:59:59.7000000";"";"1"
"4";"301";"Hilde";"Fosse";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"NC Sprint, 09.01.2016";"K17";"22:30.0";"0:26.3";"2016-01-09T11:02:50.3000000";"";"1"
"5";"288";"Vilde Hagen";"FRIIS";"F";"NOR";"Ål Skiskyttarlag / NTG Geilo";"NC Sprint, 09.01.2016";"K17";"22:50.3";"0:46.6";"2016-01-09T10:58:50.7000000";"";"0"
"6";"266";"Andrine Øverland";"Hatling";"F";"NOR";"Fana IL / NTG Geilo";"NC Sprint, 09.01.2016";"K17";"23:02.8";"0:59.1";"2016-01-09T10:51:42.6000000";"";"2"
"7";"264";"Guro Seline";"Herfoss";"F";"NOR";"Drangedal Idrettslag / Team TeVe";"NC Sprint, 09.01.2016";"K17";"23:16.4";"1:12.7";"2016-01-09T10:51:16.4000000";"";"0"
"8";"298";"Johanna Arwidsson";"Lif";"F";"SWE";"";"NC Sprint, 09.01.2016";"K17";"23:17.3";"1:13.6";"2016-01-09T11:02:37.4000000";"";"0"
"9";"269";"Kristina Hipolan";"Bergmann";"F";"NOR";"Drangedal Idrettslag / Team TeVe";"NC Sprint, 09.01.2016";"K17";"23:36.8";"1:33.1";"2016-01-09T10:53:16.8000000";"";"1+2"
"10";"277";"Martine";"Lundby";"F";"NOR";"Østre Toten Skilag";"NC Sprint, 09.01.2016";"K17";"23:43.9";"1:40.2";"2016-01-09T10:56:04.3000000";"";"1"
"11";"296";"Tora Eid";"Løvås";"F";"NOR";"Trondhjems Skiskyttere";"NC Sprint, 09.01.2016";"K17";"23:57.0";"1:53.3";"2016-01-09T11:02:37.9000000";"";"1"
"12";"286";"Marte Lien";"Johnsen";"F";"NOR";"Byåsen Skiskytterlag / Heimdal VGS";"NC Sprint, 09.01.2016";"K17";"24:00.6";"1:56.9";"2016-01-09T10:59:20.5000000";"";"1"
"13";"262";"Amalie Kristine";"Triumf";"F";"NOR";"Nordreisa Idrettslag / Nordreisa vgs";"NC Sprint, 09.01.2016";"K17";"24:08.6";"2:04.9";"2016-01-09T10:51:28.9000000";"";"1"
"14";"270";"Guri";"Sandvold";"F";"NOR";"Tynset IF";"NC Sprint, 09.01.2016";"K17";"24:15.7";"2:12.0";"2016-01-09T10:54:15.6000000";"";"1"
"15";"287";"Hanne Eggen";"Persson";"F";"NOR";"Vingrom IL / NTG Lillehammer";"NC Sprint, 09.01.2016";"K17";"24:38.6";"2:34.9";"2016-01-09T11:00:17.7000000";"";"2"
"16";"271";"Emma Krogh";"Pedersen";"F";"NOR";"Nordkyn IL / Nordreisa vgs";"NC Sprint, 09.01.2016";"K17";"24:45.3";"2:41.6";"2016-01-09T10:55:05.9000000";"";"0"
"17";"267";"Therese Eikrem";"Blindheim";"F";"NOR";"Fossum IF / Wang Toppidrett";"NC Sprint, 09.01.2016";"K17";"24:56.7";"2:53.0";"2016-01-09T10:53:56.4000000";"";"2"
"18";"302";"Maria Munch";"Starheim";"F";"NOR";"Stårheim IL";"NC Sprint, 09.01.2016";"K17";"24:58.8";"2:55.1";"2016-01-09T11:05:39.3000000";"";"2"
"19";"276";"Hildegunn";"Vekseth";"F";"NOR";"Snåsa Skiskytterlag";"NC Sprint, 09.01.2016";"K17";"25:07.7";"3:04.0";"2016-01-09T10:57:07.9000000";"";"1"
"20";"268";"Siri";"Aas";"F";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"NC Sprint, 09.01.2016";"K17";"25:19.2";"3:15.5";"2016-01-09T10:54:39.7000000";"";"2"
"21";"299";"Sigrid Flo";"Bødal";"F";"NOR";"Stårheim IL / NTG Lillehammer";"NC Sprint, 09.01.2016";"K17";"25:23.5";"3:19.8";"2016-01-09T11:05:03.9000000";"";"3"
"22";"263";"Marte Eriksen";"Hensema";"F";"NOR";"Bødalen IF / Sirdal Ski Skiskyting";"NC Sprint, 09.01.2016";"K17";"25:33.4";"3:29.7";"2016-01-09T10:53:13.8000000";"";"1"
"23";"295";"Sigrid Bredde";"VIG";"F";"NOR";"Simostranda IL / NTG Geilo";"NC Sprint, 09.01.2016";"K17";"25:35.2";"3:31.5";"2016-01-09T11:03:55.5000000";"";"1"
"24";"275";"Nora Landerud";"Svingen";"F";"NOR";"Svene IL / NTG Geilo";"NC Sprint, 09.01.2016";"K17";"25:36.0";"3:32.3";"2016-01-09T10:57:16.4000000";"";"2"
"25";"300";"Ingrid";"Nordbotten";"F";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NC Sprint, 09.01.2016";"K17";"25:52.3";"3:48.6";"2016-01-09T11:05:52.8000000";"";"2"
"26";"290";"Ingrid";"Idland";"F";"NOR";"Figgjo IL";"NC Sprint, 09.01.2016";"K17";"25:55.5";"3:51.8";"2016-01-09T11:02:35.7000000";"";"2+3"
"27";"274";"Ingrid Stølan";"Husøy";"F";"NOR";"Molde og Omegn IF";"NC Sprint, 09.01.2016";"K17";"25:55.7";"3:52.0";"2016-01-09T10:57:16.7000000";"";"2"
"28";"283";"Tonje Bruem";"Reistad";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"NC Sprint, 09.01.2016";"K17";"26:14.2";"4:10.5";"2016-01-09T11:00:34.3000000";"";"2"
"29";"265";"Kristin";"Mestad";"F";"NOR";"Torridal IL / Sirdal Ski Skiskyting";"NC Sprint, 09.01.2016";"K17";"26:20.6";"4:16.9";"2016-01-09T10:54:41.0000000";"";"1"
"30";"284";"Malin";"Jøranli";"F";"NOR";"Nordre Land IL / Team Valdres Ski";"NC Sprint, 09.01.2016";"K17";"26:39.4";"4:35.7";"2016-01-09T11:01:20.3000000";"";"4"
"31";"306";"Cornelia Zachariassen";"Rørvik";"F";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NC Sprint, 09.01.2016";"K17";"26:45.7";"4:42.0";"2016-01-09T11:08:45.9000000";"";"3"
"32";"289";"Idunn Raade";"Olsen";"F";"NOR";"Tromsø Skiskytterlag / NTG-T";"NC Sprint, 09.01.2016";"K17";"27:01.5";"4:57.8";"2016-01-09T11:03:21.8000000";"";"2"
"33";"285";"Rikke Hjelseth";"Larsen";"F";"NOR";"IL Bevern / Team Kongsberg";"NC Sprint, 09.01.2016";"K17";"27:04.8";"5:01.1";"2016-01-09T11:02:05.0000000";"";"2"
"34";"272";"Sunniva";"Sørheim";"F";"NOR";"Idrettslaget Dyre Vaa / Team TeVe";"NC Sprint, 09.01.2016";"K17";"27:11.3";"5:07.6";"2016-01-09T10:57:51.4000000";"";"2"
"35";"261";"Sara Holm";"Lægreid";"F";"NOR";"Bærums Skiklub / Wang Toppidrett";"NC Sprint, 09.01.2016";"K17";"27:13.2";"5:09.5";"2016-01-09T10:54:13.6000000";"";"3"
"36";"278";"Veronica Berget";"Doseth";"F";"NOR";"Dombås IL";"NC Sprint, 09.01.2016";"K17";"27:14.5";"5:10.8";"2016-01-09T10:59:54.8000000";"";"4"
"37";"260";"Tuva Eilevsdotter";"Sørbøen";"F";"NOR";"Ål Skiskyttarlag / Sirdal Ski Skiskyting";"NC Sprint, 09.01.2016";"K17";"27:25.0";"5:21.3";"2016-01-09T10:54:05.5000000";"";"0+3"
"38";"291";"Mari Skjevling";"Erlandsen";"F";"NOR";"Hønefoss Skiskytterklubb / Team Skiguard Buskerud";"NC Sprint, 09.01.2016";"K17";"27:32.3";"5:28.6";"2016-01-09T11:04:32.8000000";"";"1"
"39";"281";"Andrine Håstul";"Flom";"F";"NOR";"Drangedal Idrettslag / Meråker Videregående skole";"NC Sprint, 09.01.2016";"K17";"27:45.0";"5:41.3";"2016-01-09T11:01:25.8000000";"";"4"
"40";"279";"Stine";"Myhre";"F";"NOR";"Østre Toten Skilag";"NC Sprint, 09.01.2016";"K17";"28:14.7";"6:11.0";"2016-01-09T11:01:15.1000000";"";"3"
"41";"294";"Malin";"Tvenge";"F";"NOR";"Skrautvål IL / Team Valdres Ski";"NC Sprint, 09.01.2016";"K17";"28:38.1";"6:34.4";"2016-01-09T11:06:38.9000000";"";"3"
"42";"292";"Andrine";"Green";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"NC Sprint, 09.01.2016";"K17";"28:40.2";"6:36.5";"2016-01-09T11:06:00.5000000";"";"2"
"43";"273";"Ingri";"Hovland";"F";"NOR";"Hålandsdal IL / Team Glalaks";"NC Sprint, 09.01.2016";"K17";"29:51.1";"7:47.4";"2016-01-09T11:00:51.8000000";"";"5"
"44";"280";"Frida";"Svensson";"F";"SWE";"";"NC Sprint, 09.01.2016";"K17";"31:28.5";"9:24.8";"2016-01-09T11:04:49.0000000";"";"4"
"45";"304";"Lina Kvitvang";"Benan";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"NC Sprint, 09.01.2016";"K17";"33:49.1";"11:45.4";"2016-01-09T11:15:09.6000000";"";"2"
"1";"243";"Kristin";"SANDE";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb / NTG Geilo";"NC Sprint, 09.01.2016";"K18";"21:44.6";"0:00.0";"2016-01-09T10:42:44.9000000";"";"0"
"2";"256";"Kristiane";"HOLM";"F";"NOR";"Simostranda IL / NTG Geilo";"NC Sprint, 09.01.2016";"K18";"22:16.4";"0:31.8";"2016-01-09T10:47:36.6000000";"";"1"
"3";"228";"Synne Findal";"Skar";"F";"NOR";"Sannidal Idrettslag / NTG Geilo";"NC Sprint, 09.01.2016";"K18";"22:25.2";"0:40.6";"2016-01-09T10:38:26.4000000";"";"2"
"4";"236";"Moa";"Olsson";"F";"SWE";"";"NC Sprint, 09.01.2016";"K18";"22:28.9";"0:44.3";"2016-01-09T10:41:08.9000000";"";"0"
"5";"248";"Hilvi Emerense";"HAMAR";"F";"NOR";"Byåsen Skiskytterlag";"NC Sprint, 09.01.2016";"K18";"22:36.2";"0:51.6";"2016-01-09T10:45:16.2000000";"";"2"
"6";"233";"Mari";"Wetterhus";"F";"NOR";"Svene IL / NTG Lillehammer";"NC Sprint, 09.01.2016";"K18";"22:47.7";"1:03.1";"2016-01-09T10:40:28.1000000";"";"0"
"7";"240";"Marit Ishol";"Skogan";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"NC Sprint, 09.01.2016";"K18";"22:59.5";"1:14.9";"2016-01-09T10:42:59.5000000";"";"1"
"8";"249";"Vilde Aurora Gusevik";"Skotland";"F";"NOR";"Try, Idrettslaget / NTG Lillehammer";"NC Sprint, 09.01.2016";"K18";"23:33.7";"1:49.1";"2016-01-09T10:46:34.0000000";"";"0"
"9";"250";"Marie Henriksen";"Langseth";"F";"NOR";"Nordreisa Idrettslag / Nordreisa vgs";"NC Sprint, 09.01.2016";"K18";"24:23.9";"2:39.3";"2016-01-09T10:47:44.1000000";"";"0+2"
"10";"234";"Silje";"Fosse";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"NC Sprint, 09.01.2016";"K18";"24:38.9";"2:54.3";"2016-01-09T10:42:39.4000000";"";"1"
"11";"251";"Cordelia Melèn";"Olsson";"M";"SWE";"";"NC Sprint, 09.01.2016";"K18";"24:53.9";"3:09.3";"2016-01-09T10:48:34.6000000";"";"0"
"12";"255";"Kjersti Kvistad";"Dengerud";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"NC Sprint, 09.01.2016";"K18";"25:05.7";"3:21.1";"2016-01-09T10:50:06.2000000";"";"2"
"13";"259";"Frida";"Dahl";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"NC Sprint, 09.01.2016";"K18";"25:07.2";"3:22.6";"2016-01-09T10:51:27.7000000";"";"2"
"14";"254";"Toril Bakka";"Nygård";"F";"NOR";"Haltdalen IL / Meråker Videregående skole";"NC Sprint, 09.01.2016";"K18";"25:10.7";"3:26.1";"2016-01-09T10:49:51.1000000";"";"1"
"15";"245";"Randi Sollid";"Nordvang";"F";"NOR";"Vik IL / NTG Lillehammer";"NC Sprint, 09.01.2016";"K18";"25:10.9";"3:26.3";"2016-01-09T10:46:50.8000000";"";"2"
"16";"257";"Berit";"Bjørkevoll";"F";"NOR";"Nittedal Skiskytterlag";"NC Sprint, 09.01.2016";"K18";"25:17.3";"3:32.7";"2016-01-09T10:50:57.4000000";"";"1"
"17";"253";"Johanna Fjerdingen";"Moan";"F";"NOR";"Røros IL";"NC Sprint, 09.01.2016";"K18";"25:39.1";"3:54.5";"2016-01-09T10:49:59.4000000";"";"2"
"18";"235";"Ane Einbu";"Baugerød";"F";"NOR";"IL Bevern / NTG Lillehammer";"NC Sprint, 09.01.2016";"K18";"26:04.1";"4:19.5";"2016-01-09T10:44:23.5000000";"";"2"
"19";"230";"Emilie";"Auestad";"F";"NOR";"Nittedal Skiskytterlag";"NC Sprint, 09.01.2016";"K18";"26:08.9";"4:24.3";"2016-01-09T10:42:49.0000000";"";"1"
"20";"252";"Marte Løvaas";"Søvik";"F";"NOR";"Trondhjems Skiskyttere / Heimdal VGS";"NC Sprint, 09.01.2016";"K18";"26:10.2";"4:25.6";"2016-01-09T10:50:10.3000000";"";"4"
"21";"258";"Stina";"Brattegard";"F";"NOR";"Ål Skiskyttarlag / NTG Geilo";"NC Sprint, 09.01.2016";"K18";"26:13.5";"4:28.9";"2016-01-09T10:52:14.0000000";"";"4"
"22";"241";"Yngvild";"Brandt";"F";"NOR";"Stiklestad IL";"NC Sprint, 09.01.2016";"K18";"26:14.3";"4:29.7";"2016-01-09T10:46:34.7000000";"";"3"
"23";"246";"Anniken Wiig";"Helland-Hansen";"F";"NOR";"Bærums Skiklub";"NC Sprint, 09.01.2016";"K18";"26:23.8";"4:39.2";"2016-01-09T10:48:24.0000000";"";"3"
"24";"247";"Line";"Sølberg";"F";"NOR";"Leik, IL / Heimdal VGS";"NC Sprint, 09.01.2016";"K18";"26:27.9";"4:43.3";"2016-01-09T10:48:48.3000000";"";"1"
"25";"242";"Elise Skeide";"Bakke";"F";"NOR";"Eid IL";"NC Sprint, 09.01.2016";"K18";"26:30.7";"4:46.1";"2016-01-09T10:47:11.5000000";"";"2"
"26";"244";"Petrine Lande";"Koteng";"F";"NOR";"Fossum IF";"NC Sprint, 09.01.2016";"K18";"26:56.8";"5:12.2";"2016-01-09T10:48:16.5000000";"";"2"
"27";"238";"Emma";"STAVELI";"F";"NOR";"Orkdal IL / Meråker Videregående skole";"NC Sprint, 09.01.2016";"K18";"26:58.6";"5:14.0";"2016-01-09T10:46:19.2000000";"";"2"
"28";"231";"Ine";"Skjellum";"F";"NOR";"Søndre Ål Sportsklubb / Team Lygna skiskyting";"NC Sprint, 09.01.2016";"K18";"27:07.6";"5:23.0";"2016-01-09T10:44:07.8000000";"";"4"
"29";"229";"Sara";"Sundli";"F";"NOR";"Stor-Elvdal SK / Meråker Videregående skole";"NC Sprint, 09.01.2016";"K18";"27:29.7";"5:45.1";"2016-01-09T10:43:50.2000000";"";"2"
"30";"232";"Ingrid";"Gausemel";"F";"NOR";"Hornindal IL";"NC Sprint, 09.01.2016";"K18";"27:37.4";"5:52.8";"2016-01-09T10:44:57.5000000";"";"3"
"31";"239";"Bettina";"Storkås";"F";"NOR";"Øvrebø IL / Sirdal Ski Skiskyting";"NC Sprint, 09.01.2016";"K18";"28:02.2";"6:17.6";"2016-01-09T10:47:42.7000000";"";"4"
"1";"209";"Karoline";"Erdal";"F";"NOR";"Førde IL / NTG Geilo";"NC Sprint, 09.01.2016";"K19";"20:59.4";"0:00.0";"2016-01-09T10:30:39.4000000";"";"1"
"2";"200";"Emilie Ågheim";"Kalkenberg";"F";"NOR";"Skonseng UL";"NC Sprint, 09.01.2016";"K19";"21:45.6";"0:46.2";"2016-01-09T10:28:25.9000000";"";"3"
"3";"225";"Ida";"Lien";"F";"NOR";"Simostranda IL / NTG Geilo";"NC Sprint, 09.01.2016";"K19";"21:48.7";"0:49.3";"2016-01-09T10:36:49.3000000";"";"0"
"4";"220";"Nora Huken";"Mathiesen";"F";"NOR";"Ullensaker SK / NTG Lillehammer";"NC Sprint, 09.01.2016";"K19";"22:08.3";"1:08.9";"2016-01-09T10:35:28.6000000";"";"1"
"5";"222";"Ingrid";"Grue";"F";"NOR";"Kvikne IL";"NC Sprint, 09.01.2016";"K19";"22:14.9";"1:15.5";"2016-01-09T10:36:14.7000000";"";"1"
"6";"223";"Kirsten Daae";"Wiig";"F";"NOR";"Ullensaker SK / NTG Lillehammer";"NC Sprint, 09.01.2016";"K19";"22:45.4";"1:46.0";"2016-01-09T10:37:05.6000000";"";"3"
"7";"197";"Stine Eggen";"Persson";"F";"NOR";"Vingrom IL / NTG Lillehammer";"NC Sprint, 09.01.2016";"K19";"22:50.3";"1:50.9";"2016-01-09T10:28:30.4000000";"";"0+2"
"8";"202";"Silje";"Gløtheim";"F";"NOR";"Røros IL";"NC Sprint, 09.01.2016";"K19";"23:22.3";"2:22.9";"2016-01-09T10:30:42.4000000";"";"1"
"9";"201";"Siri";"MOHOLTH";"F";"NOR";"IL Bevern / Team Skiguard Buskerud";"NC Sprint, 09.01.2016";"K19";"23:35.9";"2:36.5";"2016-01-09T10:30:35.6000000";"";"2"
"10";"206";"Anna Kristine";"Størseth";"F";"NOR";"Meråker Skiskytterklubb / Meråker Videregående skole";"NC Sprint, 09.01.2016";"K19";"23:40.4";"2:41.0";"2016-01-09T10:32:20.7000000";"";"0"
"11";"221";"Annie";"Lindh";"F";"SWE";"";"NC Sprint, 09.01.2016";"K19";"23:50.8";"2:51.4";"2016-01-09T10:37:31.0000000";"";"3"
"12";"196";"Julie Kloster";"Snekkevik";"F";"NOR";"Tromsø Skiskytterlag / NTG-T";"NC Sprint, 09.01.2016";"K19";"24:01.3";"3:01.9";"2016-01-09T10:29:21.1000000";"";"2"
"13";"199";"Synne";"Flotten";"F";"NOR";"Oppdal IL / Meråker Videregående skole";"NC Sprint, 09.01.2016";"K19";"24:06.2";"3:06.8";"2016-01-09T10:30:25.9000000";"";"0"
"14";"195";"Mikaela";"Eriksen";"F";"SWE";"";"NC Sprint, 09.01.2016";"K19";"24:09.7";"3:10.3";"2016-01-09T10:29:09.8000000";"";"1"
"15";"226";"Hege";"Kittelsen";"F";"NOR";"Idrettslaget Dyre Vaa / Team TeVe";"NC Sprint, 09.01.2016";"K19";"24:22.9";"3:23.5";"2016-01-09T10:39:43.1000000";"";"1"
"16";"214";"Une Christiane Tronerud";"Kvelvane";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"NC Sprint, 09.01.2016";"K19";"24:26.8";"3:27.4";"2016-01-09T10:35:46.8000000";"";"1"
"17";"194";"Marta Skrove";"Nossum";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"NC Sprint, 09.01.2016";"K19";"24:34.0";"3:34.6";"2016-01-09T10:29:14.0000000";"";"2"
"18";"219";"Ann Vilde";"Kristensen";"F";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NC Sprint, 09.01.2016";"K19";"24:41.2";"3:41.8";"2016-01-09T10:37:41.5000000";"";"1"
"19";"207";"Malin Auganæs";"Bergtun";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb / Team Glalaks";"NC Sprint, 09.01.2016";"K19";"25:06.6";"4:07.2";"2016-01-09T10:34:06.7000000";"";"4"
"20";"218";"Silje Marie";"Hage";"F";"NOR";"Gjesdal Skiskytterlag / Sirdal Ski Skiskyting";"NC Sprint, 09.01.2016";"K19";"25:12.3";"4:12.9";"2016-01-09T10:37:52.4000000";"";"1"
"21";"216";"Vilde Olsen";"Rosvoldsve";"F";"NOR";"Byåsen Skiskytterlag / Heimdal VGS";"NC Sprint, 09.01.2016";"K19";"25:13.4";"4:14.0";"2016-01-09T10:37:14.0000000";"";"0"
"22";"227";"Hanne";"Bjørsvik";"F";"NOR";"Molde og Omegn IF";"NC Sprint, 09.01.2016";"K19";"25:54.3";"4:54.9";"2016-01-09T10:41:34.7000000";"";"2"
"23";"210";"Lise";"Sundli";"F";"NOR";"Sokna IL";"NC Sprint, 09.01.2016";"K19";"26:33.4";"5:34.0";"2016-01-09T10:36:33.4000000";"";"2"
"24";"204";"Malin";"Børdalen";"F";"NOR";"Hønefoss Skiskytterklubb / Team Skiguard Buskerud";"NC Sprint, 09.01.2016";"K19";"26:36.1";"5:36.7";"2016-01-09T10:34:36.1000000";"";"2+1"
"25";"205";"Synne";"Nesse";"F";"NOR";"Fet SK";"NC Sprint, 09.01.2016";"K19";"27:00.3";"6:00.9";"2016-01-09T10:35:20.5000000";"";"0"
"26";"212";"Emilie";"Melås";"F";"NOR";"Drangedal Idrettslag / Team TeVe";"NC Sprint, 09.01.2016";"K19";"27:25.2";"6:25.8";"2016-01-09T10:38:05.9000000";"";"1"
"27";"208";"Emma";"Höglund";"F";"SWE";"";"NC Sprint, 09.01.2016";"K19";"27:54.8";"6:55.4";"2016-01-09T10:37:15.1000000";"";"3"
"28";"224";"Tiril Emilie Ruud";"Bråten";"F";"NOR";"Fet SK";"NC Sprint, 09.01.2016";"K19";"28:08.7";"7:09.3";"2016-01-09T10:42:48.5000000";"";"0+3"
"29";"215";"Eirin Øen";"Eriksen";"F";"NOR";"Hønefoss Skiskytterklubb";"NC Sprint, 09.01.2016";"K19";"29:13.6";"8:14.2";"2016-01-09T10:40:54.2000000";"";"2"
"1";"166";"Turi Storstrøm";"Thoresen";"F";"NOR";"Alvdal IL / Team Bardøla";"NC Sprint, 09.01.2016";"K20-21";"24:17.6";"0:00.0";"2016-01-09T10:19:38.2000000";"";"0"
"2";"175";"Gunhild Viljugrein";"Stølen";"F";"NOR";"Bærums Skiklub / Team Statkraft Midt-Norge";"NC Sprint, 09.01.2016";"K20-21";"25:30.8";"1:13.2";"2016-01-09T10:23:50.8000000";"";"0"
"3";"185";"Karoline Offigstad";"Knotten";"F";"NOR";"Vingrom IL";"NC Sprint, 09.01.2016";"K20-21";"25:38.3";"1:20.7";"2016-01-09T10:27:19.0000000";"";"1+1"
"4";"192";"Anne Marit";"Bredalen";"F";"NOR";"Åsnes Skiskytterlag / Team Bardøla";"NC Sprint, 09.01.2016";"K20-21";"25:53.1";"1:35.5";"2016-01-09T10:29:53.4000000";"";"2"
"5";"162";"Kristin Bugge";"Lyche";"F";"NOR";"Bærums Skiklub / Team Statkraft Oslofjord";"NC Sprint, 09.01.2016";"K20-21";"26:03.6";"1:46.0";"2016-01-09T10:20:03.4000000";"";"0"
"6";"172";"Ida Emilie";"Herfoss";"F";"NOR";"Drangedal Idrettslag";"NC Sprint, 09.01.2016";"K20-21";"26:03.8";"1:46.2";"2016-01-09T10:23:23.9000000";"";"0"
"7";"167";"Katja Sha Voje";"Bjørnstad";"F";"NOR";"Oslo Skiskytterlag / Team Statkraft Oslofjord";"NC Sprint, 09.01.2016";"K20-21";"26:37.6";"2:20.0";"2016-01-09T10:22:17.7000000";"";"1"
"8";"153";"Emma";"Lindberg";"F";"SWE";"";"NC Sprint, 09.01.2016";"K20-21";"26:38.9";"2:21.3";"2016-01-09T10:17:39.3000000";"";"0"
"9";"178";"Eline";"Grue";"F";"NOR";"Kvikne IL";"NC Sprint, 09.01.2016";"K20-21";"26:43.4";"2:25.8";"2016-01-09T10:26:03.6000000";"";"2"
"10";"163";"Runa Simonsen";"Blix";"F";"NOR";"Tromsø Skiskytterlag";"NC Sprint, 09.01.2016";"K20-21";"26:45.2";"2:27.6";"2016-01-09T10:21:05.1000000";"";"1"
"11";"179";"Jenny";"ENODD";"F";"NOR";"Budal IL / Team Statkraft Midt-Norge";"NC Sprint, 09.01.2016";"K20-21";"26:46.3";"2:28.7";"2016-01-09T10:26:26.7000000";"";"0+2"
