"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";"Penalty"
"12";"428";"Ingvild";"Berlandstveit";"F";"NOR";"Hålandsdal IL / Team Glalaks";"Normal";"K Senior";"1:00:54.6";"7:17.7";"2018-01-06T16:05:23.5660000";"";"0+0+1+1"
"13";"423";"Hilde";"Eide";"F";"NOR";"Øystre Slidre SSL";"Normal";"K Senior";"1:01:02.9";"7:26.0";"2018-01-06T16:01:02.8190000";"";"1+2+0+1"
"14";"415";"Anitra";"Vognild";"F";"NOR";"Bjerke IL Ski";"Normal";"K Senior";"1:02:07.0";"8:30.1";"2018-01-06T15:57:09.2390000";"";"1+1+1+2"
"15";"425";"Åsne";"Ulvund";"F";"NOR";"Eldar IL / Team Glalaks";"Normal";"K Senior";"1:02:36.9";"9:00.0";"2018-01-06T16:03:35.6800000";"";"0+2+1+1"
"16";"419";"Ragnhild";"Femsteinevik";"F";"NOR";"Hålandsdal IL";"Normal";"K Senior";"1:03:44.6";"10:07.7";"2018-01-06T16:00:44.3070000";"";"2+2+1+0"
"17";"414";"Silja Fjærestad";"Hønsi";"F";"NOR";"Vik IL / Team Glalaks";"Normal";"K Senior";"1:05:30.1";"11:53.3";"2018-01-06T15:58:59.4120000";"";"0+2+2+2"
"18";"410";"Heidi";"Berlandstveit";"F";"NOR";"Hålandsdal IL / Sirdal Ski Skiskyting";"Normal";"K Senior";"1:05:53.0";"12:16.1";"2018-01-06T15:57:21.4610000";"";"2+1+1+2"
"19";"407";"Maren";"Wangensteen";"F";"NOR";"Vestre Slidre IL";"Normal";"K Senior";"1:08:46.9";"15:10.1";"2018-01-06T15:47:45.4980000";"";"5+5+4+3"
"20";"408";"Ragnhild";"Oftedal";"F";"NOR";"Haltdalen IL";"Normal";"K Senior";"1:08:47.1";"15:10.2";"2018-01-06T16:00:16.4560000";"";"1+2+0+2"
"21";"424";"Mathilde";"Hustoft";"F";"NOR";"Asker SK / Team OASSK";"Normal";"K Senior";"1:12:05.5";"18:28.6";"2018-01-06T16:07:33.9720000";"";"2+2+2+3"
"22";"412";"Anne Katrine";"Tønset";"F";"NOR";"Røros IL";"Normal";"K Senior";"1:17:59.9";"24:23.0";"2018-01-06T16:07:29.4890000";"";"3+3+1+2"
"23";"426";"Frida Lovise";"Sørmo";"F";"NOR";"Bossmo & Ytteren IL / Team Troms & Finnmark";"Normal";"K Senior";"8:59.1";"";"";"";""
"24";"432";"Turi Storstrøm";"Thoresen";"F";"NOR";"Alvdal IL";"Normal";"K Senior";"8:34.5";"";"";"";""
"25";"422";"Lene Berg";"Ådlandsvik";"F";"NOR";"Sørskogbygda IL / Team Woodcon";"Normal";"K Senior";"0:00.0";"";"";"";""
"26";"416";"Sara Ehrenpohl";"Sand (3427446)";"F";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"Normal";"K Senior";"0:00.0";"";"";"";""
"1";"517";"Ukaleq Astri";"Slettemark";"F";"GRL";"Geilo IL / NTG Geilo";"Normal";"K17";"39:09.9";"0:00.0";"2018-01-06T16:27:53.5270000";"";"0+2+1+0"
"2";"520";"Maren";"Bakken";"F";"NOR";"Os IL / NTG Lillehammer";"Normal";"K17";"41:26.6";"2:16.7";"2018-01-06T16:29:25.8380000";"";"0+4+0+2"
"3";"518";"Marit";"Østhus";"F";"NOR";"Nor, IL / NTG Lillehammer";"Normal";"K17";"42:35.9";"3:26.0";"2018-01-06T16:32:35.0370000";"";"0+1+1+0"
"4";"527";"Frida Tormodsgard";"Dokken";"F";"NOR";"Svene IL / NTG Geilo";"Normal";"K17";"42:44.4";"3:34.5";"2018-01-06T16:34:58.5640000";"";"0+3+1+1"
"5";"540";"Mari Andrea Kilskar";"Grevskott";"F";"NOR";"Frol IL / Steinkjer Videregående Skole";"Normal";"K17";"42:46.1";"3:36.2";"2018-01-06T16:43:00.5460000";"";"2+0+0+1"
"6";"547";"Amalie Denise";"Andersen";"F";"NOR";"Oslo Skiskytterlag";"Normal";"K17";"43:31.9";"4:22.0";"2018-01-06T16:44:15.6570000";"";"2+3+2+0"
"7";"537";"Camilla Helene";"Hals";"F";"NOR";"Try, Idrettslaget";"Normal";"K17";"44:29.7";"5:19.9";"2018-01-06T16:40:58.5750000";"";"0+2+2+2"
"8";"523";"Siri Årsvoll";"Undheim";"F";"NOR";"Figgjo IL / NTG Geilo";"Normal";"K17";"44:31.7";"5:21.8";"2018-01-06T16:32:30.8700000";"";"2+2+2+2"
"9";"522";"Tuva Aas";"Stræte";"F";"NOR";"Hønefoss Skiskytterklubb / NTG Geilo";"Normal";"K17";"44:41.6";"5:31.8";"2018-01-06T16:34:25.8400000";"";"0+2+0+3"
"10";"524";"Vilde Kverndal";"Veslegard";"F";"NOR";"Ål Skiskyttarlag / NTG Geilo";"Normal";"K17";"45:04.7";"5:54.9";"2018-01-06T16:32:48.6980000";"";"2+2+3+2"
"11";"549";"Kristine Gjersvold";"Haug";"F";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"Normal";"K17";"45:17.9";"6:08.0";"2018-01-06T16:46:17.1870000";"";"1+2+2+3"
"12";"521";"Synne";"Owren";"F";"NOR";"Vingrom IL / NTG Lillehammer";"Normal";"K17";"45:48.9";"6:39.0";"2018-01-06T16:32:02.8910000";"";"1+3+2+3"
"13";"556";"Mari";"Torsteinsrud";"F";"NOR";"Ål Skiskyttarlag / NTG Geilo";"Normal";"K17";"46:11.3";"7:01.4";"2018-01-06T16:48:25.5210000";"";"1+4+1+5"
"14";"545";"Celina Marie";"Striger";"F";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"Normal";"K17";"46:16.0";"7:06.1";"2018-01-06T16:46:45.7870000";"";"1+1+1+3"
"15";"551";"Vilde";"Børseth";"F";"NOR";"Bjerke IL Ski / NTG Lillehammer";"Normal";"K17";"46:19.8";"7:09.9";"2018-01-06T16:50:34.2950000";"";"1+2+0+2"
"16";"534";"Andrea Gulaker";"Gjønnes";"F";"NOR";"Oppdal IL / NTG Lillehammer";"Normal";"K17";"46:46.3";"7:36.4";"2018-01-06T16:41:45.7630000";"";"2+2+1+1"
"17";"553";"Maria Haugse";"Rød";"F";"NOR";"Hålandsdal IL";"Normal";"K17";"46:55.7";"7:45.8";"2018-01-06T16:51:25.2920000";"";"1+2+2+1"
"18";"559";"Tuva";"Skinnarland";"F";"NOR";"Bødalen IF / Sirdal Ski Skiskyting";"Normal";"K17";"47:03.9";"7:54.0";"2018-01-06T16:53:47.7810000";"";"0+3+1+3"
"19";"532";"Ane Uglem";"Mobakken";"F";"NOR";"Oslo Skiskytterlag / Wang Toppidrett";"Normal";"K17";"47:29.4";"8:19.5";"2018-01-06T16:38:28.4380000";"";"1+4+2+3"
"20";"552";"Hanna";"Børve";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb / NTG Geilo";"Normal";"K17";"47:32.2";"8:22.3";"2018-01-06T16:49:19.0350000";"";"4+1+1+3"
"21";"548";"Kirsti";"Høiholt-Vågsnes";"F";"NOR";"Vingrom IL";"Normal";"K17";"47:44.9";"8:35.0";"2018-01-06T16:48:59.8330000";"";"3+3+0+1"
"22";"536";"Emma Aasen";"Strømsnes";"F";"NOR";"Lier IL / Meråker Videregående skole";"Normal";"K17";"48:05.1";"8:55.2";"2018-01-06T16:43:19.4290000";"";"0+1+3+3"
"23";"557";"Karoline";"Holm";"F";"NOR";"Simostranda IL / Team Skiguard Buskerud";"Normal";"K17";"48:11.2";"9:01.3";"2018-01-06T16:53:55.4700000";"";"1+2+2+2"
"24";"546";"Maria";"Brenna";"F";"NOR";"Skrautvål IL / Team Valdres Ski";"Normal";"K17";"48:16.1";"9:06.2";"2018-01-06T16:47:00.5580000";"";"1+4+2+2"
"25";"538";"Liv Marte";"Aas";"F";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"Normal";"K17";"49:03.8";"9:53.9";"2018-01-06T16:43:47.8360000";"";"1+4+1+3"
"26";"550";"Andora Regine";"Aas";"F";"NOR";"Hammerfest SK / NTG-T";"Normal";"K17";"49:15.8";"10:05.9";"2018-01-06T16:52:14.9530000";"";"1+1+2+2"
"27";"516";"Mia Sæther";"Midtbø";"F";"NOR";"Fyresdal Skiskyttarlag / Team TeVe";"Normal";"K17";"49:18.4";"10:08.5";"2018-01-06T16:36:47.5380000";"";"0+2+0+2"
"28";"531";"Mari";"Gåsbakk";"F";"NOR";"Fossum IF";"Normal";"K17";"49:37.2";"10:27.3";"2018-01-06T16:40:04.4910000";"";"2+3+1+4"
"29";"526";"Silje Berner";"Myhre";"F";"NOR";"Fossum IF";"Normal";"K17";"49:53.3";"10:43.4";"2018-01-06T16:37:53.2850000";"";"2+2+5+1"
"30";"528";"Vilde";"Aamlid";"F";"NOR";"Fyresdal Skiskyttarlag / Team TeVe";"Normal";"K17";"49:56.0";"10:46.1";"2018-01-06T16:40:25.2210000";"";"0+2+2+4"
"31";"555";"Åse Marie";"Rosef";"F";"NOR";"Birkenes IL";"Normal";"K17";"50:02.8";"10:53.0";"2018-01-06T16:51:01.8690000";"";"3+4+1+4"
"32";"519";"Ragnhild Sofie Breimyr";"Hansen";"F";"NOR";"Froland IL / Sirdal Ski Skiskyting";"Normal";"K17";"50:43.3";"11:33.4";"2018-01-06T16:38:12.3460000";"";"0+3+2+1"
"33";"561";"Julie Elisabeth";"Åbyholm";"F";"NOR";"Fossum IF";"Normal";"K17";"50:46.3";"11:36.4";"2018-01-06T16:57:00.3590000";"";"3+3+1+2"
"34";"525";"Ingeborg Smestu";"Holm";"F";"NOR";"Rennebu IL";"Normal";"K17";"50:54.2";"11:44.3";"2018-01-06T16:39:08.8680000";"";"0+3+1+5"
"35";"515";"Karoline Rydland";"Masch";"F";"NOR";"Drammen Strong";"Normal";"K17";"51:18.0";"12:08.1";"2018-01-06T16:34:32.6200000";"";"3+2+1+3"
"36";"529";"Malin Haga";"Idsøe";"F";"NOR";"Figgjo IL / Team iSandnes";"Normal";"K17";"52:04.3";"12:54.4";"2018-01-06T16:43:03.6850000";"";"0+3+1+4"
"37";"562";"Rebecka";"Oppigard";"F";"NOR";"Eikesdal Skiskyttarlag / Meråker Videregående skole";"Normal";"K17";"52:17.9";"13:08.0";"2018-01-06T16:56:47.3760000";"";"1+4+2+5"
"38";"558";"Brinje Marie";"Haugli";"F";"NOR";"Oslo Skiskytterlag";"Normal";"K17";"52:44.7";"13:34.8";"2018-01-06T16:53:44.5450000";"";"2+4+4+4"
"39";"563";"Live Szalay";"Pettersen";"F";"NOR";"Figgjo IL / Team iSandnes";"Normal";"K17";"53:06.0";"13:56.1";"2018-01-06T16:57:20.4170000";"";"2+5+1+5"
"40";"554";"Marte";"Riddervold";"F";"NOR";"Asker SK";"Normal";"K17";"53:55.3";"14:45.4";"2018-01-06T16:55:55.2950000";"";"3+4+1+2"
"41";"544";"Mathilde";"Hongseth";"F";"NOR";"Try, Idrettslaget";"Normal";"K17";"55:37.9";"16:28.0";"2018-01-06T16:51:52.2340000";"";"4+2+4+1"
"42";"543";"Caroline Grotøy";"Bjørgum";"F";"NOR";"Fossum IF";"Normal";"K17";"56:29.4";"17:19.5";"2018-01-06T16:51:28.9180000";"";"4+2+3+3"
"43";"533";"Tonje";"Nordheim";"F";"NOR";"Oppdal IL";"Normal";"K17";"56:34.6";"17:24.7";"2018-01-06T16:46:33.6400000";"";"3+3+3+3"
"44";"542";"Aasne Jonstang";"Hordvei";"F";"NOR";"Heddal Idrettslag / Team TeVe";"Normal";"K17";"57:16.1";"18:06.2";"2018-01-06T16:51:45.8660000";"";"4+2+5+1"
"45";"560";"Ingeborg";"Rognstad";"F";"NOR";"Tingelstad Skiskytterklubb / Team Lygna skiskyting";"Normal";"K17";"59:43.4";"20:33.5";"2018-01-06T17:01:43.0850000";"";"4+3+2+5"
"46";"530";"Silje Bentzen";"Østby";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Normal";"K17";"59:53.2";"20:43.3";"2018-01-06T16:46:51.7690000";"";"2+5+4+3"
"47";"535";"Marte";"Bueie";"F";"NOR";"Lier IL / Meråker Videregående skole";"Normal";"K17";"6:25.5";"";"";"";""
"48";"541";"Hedda Thoresen Tretteteig";"Bolstad";"F";"NOR";"Simostranda IL / NTG Geilo";"Normal";"K17";"0:00.0";"";"";"";""
"49";"564";"Alise Nekstad";"Grave";"F";"NOR";"Fyresdal Skiskyttarlag / Team TeVe";"Normal";"K17";"0:00.0";"";"";"";""
"1";"465";"Juni";"Arnekleiv";"F";"NOR";"Dombås IL / NTG Lillehammer";"Normal";"K18-19";"37:06.8";"0:00.0";"2018-01-06T16:01:20.3180000";"";"0+0+0+1"
"2";"446";"Nora Nellie";"Ahlqvist";"F";"NOR";"Trysilgutten IL / Snow Team Trysil";"Normal";"K18-19";"38:41.7";"1:34.9";"2018-01-06T15:54:11.5200000";"";"0+0+0+0"
"3";"471";"Sigrid Bredde";"VIG";"F";"NOR";"Simostranda IL / NTG Geilo";"Normal";"K18-19";"39:02.6";"1:55.8";"2018-01-06T16:06:16.6650000";"";"0+0+1+0"
"4";"456";"Ingrid Kristine";"Wright-Hagen";"F";"NOR";"Åsnes Skiskytterlag / NTG Lillehammer";"Normal";"K18-19";"39:32.8";"2:26.0";"2018-01-06T15:57:01.8990000";"";"0+2+0+2"
"5";"441";"Marit";"Øygard";"F";"NOR";"Skrautvål IL / Team Valdres Ski";"Normal";"K18-19";"40:18.0";"3:11.3";"2018-01-06T15:49:31.7060000";"";"1+1+1+2"
"6";"449";"Marte Lien";"Johnsen";"F";"NOR";"Byåsen Skiskytterlag / Trondheim Biathlon Team";"Normal";"K18-19";"40:24.1";"3:17.3";"2018-01-06T15:53:39.0780000";"";"2+1+1+1"
"7";"440";"Hilde";"Fosse";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"Normal";"K18-19";"40:48.7";"3:41.9";"2018-01-06T15:51:03.0550000";"";"0+1+1+1"
"8";"477";"Tora Eid";"Løvås";"F";"NOR";"Trondhjems Skiskyttere / Trondheim Biathlon Team";"Normal";"K18-19";"41:00.3";"3:53.5";"2018-01-06T16:11:14.1610000";"";"0+1+0+0"
"9";"508";"Marthe Kråkstad";"Johansen";"F";"NOR";"Bossmo & Ytteren IL / Team Polarsirkelen";"Normal";"K18-19";"41:04.1";"3:57.3";"2018-01-06T16:23:02.9610000";"";"3+1+2+0"
"10";"464";"Kristina Hipolan";"Bergmann";"F";"NOR";"Drangedal Idrettslag / Sirdal Ski Skiskyting";"Normal";"K18-19";"41:05.0";"3:58.2";"2018-01-06T16:01:49.2370000";"";"2+1+1+1"
"11";"497";"Anne Bunemann";"De Besche";"F";"NOR";"Try, Idrettslaget / Wang Toppidrett";"Normal";"K18-19";"41:10.7";"4:03.9";"2018-01-06T16:18:24.3670000";"";"1+0+4+0"
"12";"462";"Ingrid";"Idland";"F";"NOR";"Figgjo IL / Team iSandnes";"Normal";"K18-19";"41:27.2";"4:20.4";"2018-01-06T16:03:25.7000000";"";"0+0+1+1"
"13";"448";"Åsne";"Skrede";"F";"NOR";"Geilo IL / NTG Geilo";"Normal";"K18-19";"41:30.5";"4:23.7";"2018-01-06T15:54:14.9570000";"";"2+0+1+2"
"14";"490";"Martine";"Sogn-Larssen";"F";"NOR";"Try, Idrettslaget / NTG Geilo";"Normal";"K18-19";"41:51.2";"4:44.5";"2018-01-06T16:17:50.4640000";"";"0+1+0+1"
"15";"451";"Ingvild Tronstad";"Andersen";"F";"NOR";"IL Bevern / Team Kongsberg";"Normal";"K18-19";"42:19.9";"5:13.1";"2018-01-06T15:57:19.0970000";"";"0+2+1+1"
"16";"485";"Marte Carlson";"Møller";"F";"NOR";"Trysilgutten IL / Snow Team Trysil";"Normal";"K18-19";"42:48.4";"5:41.6";"2018-01-06T16:17:02.9400000";"";"0+1+0+0"
"17";"468";"Sigrid Flo";"Bødal";"F";"NOR";"Stårheim IL / NTG Lillehammer";"Normal";"K18-19";"42:49.6";"5:42.8";"2018-01-06T16:04:48.8090000";"";"2+1+0+3"
"18";"484";"Nora Dokken";"Berget";"F";"NOR";"Svene IL / Team Kongsberg";"Normal";"K18-19";"42:52.2";"5:45.4";"2018-01-06T16:13:36.6230000";"";"2+0+1+2"
"19";"476";"Sara";"Borchgrevink";"F";"NOR";"Fossum IF / Wang Toppidrett";"Normal";"K18-19";"43:06.6";"5:59.8";"2018-01-06T16:10:35.4190000";"";"1+1+0+2"
"20";"473";"Sanna";"Bjørkli";"F";"NOR";"Froland IL / Sirdal Ski Skiskyting";"Normal";"K18-19";"43:17.1";"6:10.3";"2018-01-06T16:08:31.8750000";"";"2+1+0+2"
"21";"438";"Oda Støen";"Kolkinn";"F";"NOR";"Søndre Ål Sportsklubb / Meråker Videregående skole";"Normal";"K18-19";"43:20.3";"6:13.6";"2018-01-06T15:51:04.0400000";"";"2+1+2+0"
"22";"460";"Siri";"Aas";"F";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"Normal";"K18-19";"43:29.0";"6:22.2";"2018-01-06T16:00:43.8370000";"";"1+3+1+2"
"23";"491";"Emma Krogh";"Pedersen";"F";"NOR";"Bardu Idrettslag / Nordreisa vgs";"Normal";"K18-19";"43:31.0";"6:24.2";"2018-01-06T16:17:45.5680000";"";"0+0+1+4"
"24";"463";"Kristine Hokseng";"Øien";"F";"NOR";"Oppdal IL / Meråker Videregående skole";"Normal";"K18-19";"43:32.7";"6:25.9";"2018-01-06T16:06:02.0010000";"";"0+0+0+2"
"25";"481";"Nora Landerud";"Svingen";"F";"NOR";"Svene IL / NTG Geilo";"Normal";"K18-19";"43:42.9";"6:36.1";"2018-01-06T16:13:44.2650000";"";"0+2+1+1"
"26";"493";"Marte Eriksen";"Hensema";"F";"NOR";"Bødalen IF / Team Kongsberg";"Normal";"K18-19";"43:44.2";"6:37.4";"2018-01-06T16:19:43.8320000";"";"0+0+1+3"
"27";"467";"Amalie Kristine";"Triumf";"F";"NOR";"Nordreisa Idrettslag / Nordreisa vgs";"Normal";"K18-19";"43:49.3";"6:42.5";"2018-01-06T16:06:03.2660000";"";"1+2+1+1"
"28";"461";"Marie";"Næss";"F";"NOR";"Bjerke IL Ski";"Normal";"K18-19";"43:50.9";"6:44.1";"2018-01-06T16:02:20.0170000";"";"1+1+2+2"
"29";"489";"Andrine Øverland";"Hatling";"F";"NOR";"Fana IL / NTG Geilo";"Normal";"K18-19";"43:52.8";"6:46.0";"2018-01-06T16:14:06.6670000";"";"0+3+2+4"
"30";"444";"Tori";"Angell";"F";"NOR";"Odda IL / Team Glalaks";"Normal";"K18-19";"43:56.5";"6:49.7";"2018-01-06T15:51:40.9880000";"";"2+4+0+3"
"31";"479";"Kristin";"Mestad";"F";"NOR";"Torridal IL / Sirdal Ski Skiskyting";"Normal";"K18-19";"44:03.5";"6:56.7";"2018-01-06T16:13:47.8320000";"";"1+1+0+1"
"32";"472";"Sara Holm";"Lægreid";"F";"NOR";"Bærums Skiklub / Wang Toppidrett";"Normal";"K18-19";"44:11.3";"7:04.6";"2018-01-06T16:08:55.4090000";"";"0+2+0+3"
"33";"492";"Signe";"Hofstad";"F";"NOR";"Røros IL";"Normal";"K18-19";"44:12.1";"7:05.4";"2018-01-06T16:18:11.4200000";"";"2+2+1+1"
"34";"482";"Andrine Håstul";"Flom";"F";"NOR";"Drangedal Idrettslag / Meråker Videregående skole";"Normal";"K18-19";"44:14.3";"7:07.6";"2018-01-06T16:14:43.7120000";"";"0+1+2+1"
"35";"501";"Guro Seline";"Herfoss";"F";"NOR";"Drangedal Idrettslag / Team TeVe";"Normal";"K18-19";"44:16.6";"7:09.8";"2018-01-06T16:22:45.7420000";"";"1+1+3+1"
"36";"488";"Benedicte Stien";"Schreiner";"F";"NOR";"Skonseng UL / Team Polarsirkelen";"Normal";"K18-19";"44:50.9";"7:44.1";"2018-01-06T16:16:50.4310000";"";"1+1+0+4"
"37";"494";"Ida Baasland";"Solbjørg";"F";"NOR";"Moi IL / Sirdal Ski Skiskyting";"Normal";"K18-19";"44:57.9";"7:51.1";"2018-01-06T16:20:41.3300000";"";"1+0+2+2"
"38";"466";"Cornelia Zachariassen";"Rørvik";"F";"NOR";"Sandnes Skiskytterlag / Team iSandnes";"Normal";"K18-19";"45:02.7";"7:56.0";"2018-01-06T16:03:47.0090000";"";"2+2+1+4"
"39";"445";"Ingrid Stølan";"Husøy";"F";"NOR";"Molde og Omegn IF";"Normal";"K18-19";"45:03.7";"7:56.9";"2018-01-06T15:54:03.1140000";"";"4+1+1+2"
"40";"495";"Katarina";"Aarseth";"F";"NOR";"Hålandsdal IL / Team Glalaks";"Normal";"K18-19";"45:08.9";"8:02.1";"2018-01-06T16:21:22.8120000";"";"0+2+0+3"
"41";"502";"Augusta";"Idland";"F";"NOR";"Figgjo IL / Team iSandnes";"Normal";"K18-19";"45:09.6";"8:02.8";"2018-01-06T16:21:53.8840000";"";"3+2+2+2"
"42";"459";"Sofie Bergan";"Bjaadal";"F";"NOR";"Lier IL / NTG Lillehammer";"Normal";"K18-19";"45:22.5";"8:15.7";"2018-01-06T16:04:22.4950000";"";"0+2+0+2"
"43";"500";"Stine";"Bratteng";"F";"NOR";"Nittedal Skiskytterlag / NTG Lillehammer";"Normal";"K18-19";"45:36.4";"8:29.6";"2018-01-06T16:25:51.0060000";"";"0+3+0+0"
"44";"486";"Ingrid";"Nordbotten";"F";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"Normal";"K18-19";"46:04.3";"8:57.5";"2018-01-06T16:15:33.9890000";"";"2+1+2+3"
"45";"478";"Mari Lindmo";"Kvanneberg";"F";"NOR";"Ål Skiskyttarlag / NTG Geilo";"Normal";"K18-19";"46:13.9";"9:07.1";"2018-01-06T16:12:26.6130000";"";"1+0+3+3"
"46";"458";"Vibeke Kvistad";"Dengerud";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Normal";"K18-19";"46:49.8";"9:43.0";"2018-01-06T16:06:04.4260000";"";"0+0+0+3"
"47";"457";"Eira Kristine";"Håkonsen";"F";"NOR";"Bø Skiskyttarlag / Team TeVe";"Normal";"K18-19";"46:52.5";"9:45.7";"2018-01-06T16:05:37.1730000";"";"0+2+1+0"
"48";"437";"Mia";"Norheim";"F";"NOR";"Oppdal IL";"Normal";"K18-19";"47:12.8";"10:06.0";"2018-01-06T15:55:12.3920000";"";"0+1+1+2"
"49";"454";"Marthe";"Dehn";"F";"NOR";"Bærums Skiklub";"Normal";"K18-19";"47:43.7";"10:36.9";"2018-01-06T15:58:12.5710000";"";"4+4+1+3"
"50";"447";"Tonje Bruem";"Reistad";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"Normal";"K18-19";"47:58.4";"10:51.6";"2018-01-06T16:00:12.5790000";"";"1+2+1+1"
"51";"450";"Guro Hennissen";"Hermann";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"Normal";"K18-19";"48:23.2";"11:16.4";"2018-01-06T15:56:52.5390000";"";"3+2+4+3"
"52";"504";"Elise";"Reingjerdskog";"F";"NOR";"Tromsø Skiskytterlag / NTG-T";"Normal";"K18-19";"48:23.8";"11:17.0";"2018-01-06T16:29:08.4260000";"";"0+1+1+3"
"53";"498";"Katinka Dorothea Rayner-Battle";"Kleveland";"F";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"Normal";"K18-19";"49:03.5";"11:56.7";"2018-01-06T16:24:32.6360000";"";"3+0+4+1"
"54";"455";"Kari";"Alsaker";"F";"NOR";"Markane IL / Stryn Videregående Skole";"Normal";"K18-19";"49:08.9";"12:02.2";"2018-01-06T16:03:53.1450000";"";"2+2+3+0"
"55";"436";"Rønnaug";"Hansæl-Nergaard";"F";"NOR";"Kvikne IL";"Normal";"K18-19";"49:13.8";"12:07.0";"2018-01-06T15:55:12.9970000";"";"1+0+2+3"
"56";"469";"Ingrid Gylterud";"Kvålsgard";"F";"NOR";"Fossum IF / Wang Toppidrett";"Normal";"K18-19";"49:22.1";"12:15.3";"2018-01-06T16:08:06.3340000";"";"3+2+2+4"
"57";"506";"Anne-Marie";"Roset";"F";"NOR";"Markane IL / Stryn Videregående Skole";"Normal";"K18-19";"49:31.9";"12:25.1";"2018-01-06T16:29:46.8650000";"";"0+0+2+5"
"58";"507";"Ingvild";"Røstad";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"Normal";"K18-19";"50:52.9";"13:46.1";"2018-01-06T16:33:07.4680000";"";"1+2+1+1"
"59";"483";"Kristel";"Haltbrekken";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"Normal";"K18-19";"50:58.2";"13:51.4";"2018-01-06T16:19:42.4450000";"";"1+2+1+3"
"60";"480";"Andrea";"Johnsrud";"F";"NOR";"Søndre Ål Sportsklubb / Team Lygna skiskyting";"Normal";"K18-19";"51:05.4";"13:58.6";"2018-01-06T16:17:35.3230000";"";"3+2+2+1"
"61";"474";"Mari Skjevling";"Erlandsen";"F";"NOR";"Hønefoss Skiskytterklubb / Team Skiguard Buskerud";"Normal";"K18-19";"51:25.4";"14:18.6";"2018-01-06T16:16:23.9030000";"";"1+2+1+2"
"62";"452";"Sofia";"Heim";"F";"NOR";"Tromsø Skiskytterlag / NTG-T";"Normal";"K18-19";"51:26.1";"14:19.3";"2018-01-06T16:05:25.3610000";"";"1+3+0+2"
