"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";"Penalty"
"22";"367";"Nora Landerud";"Svingen";"F";"NOR";"Svene IL / NTG Geilo";"NM Normal, 26.februar";"K17";"41:28.7";"8:19.9";"2016-02-26T15:21:59.1000000";"";""
"23";"323";"Guro Seline";"Herfoss";"F";"NOR";"Drangedal Idrettslag / Team TeVe";"NM Normal, 26.februar";"K17";"41:38.1";"8:29.3";"2016-02-26T15:00:08.1000000";"";""
"24";"360";"Veronica Berget";"Doseth";"F";"NOR";"Dombås IL";"NM Normal, 26.februar";"K17";"41:44.6";"8:35.8";"2016-02-26T15:18:45.3000000";"";""
"25";"347";"Stine";"Bratteng";"F";"NOR";"Nittedal Skiskytterlag / NTG Lillehammer";"NM Normal, 26.februar";"K17";"42:08.7";"8:59.9";"2016-02-26T15:12:39.5000000";"";""
"26";"341";"Amalie Kristine";"Triumf";"F";"NOR";"Nordreisa Idrettslag / Nordreisa vgs";"NM Normal, 26.februar";"K17";"42:21.7";"9:12.9";"2016-02-26T15:09:52.3000000";"";""
"27";"329";"Hildegunn";"Vekseth";"F";"NOR";"Snåsa Skiskytterlag";"NM Normal, 26.februar";"K17";"42:38.9";"9:30.1";"2016-02-26T15:04:08.9000000";"";""
"28";"350";"Ingrid Stølan";"Husøy";"F";"NOR";"Molde og Omegn IF";"NM Normal, 26.februar";"K17";"42:45.4";"9:36.6";"2016-02-26T15:14:46.3000000";"";""
"29";"327";"Andrine Håstul";"Flom";"F";"NOR";"Drangedal Idrettslag / Meråker Videregående skole";"NM Normal, 26.februar";"K17";"42:46.2";"9:37.4";"2016-02-26T15:03:16.9000000";"";""
"30";"339";"Hanne Eggen";"Persson";"F";"NOR";"Vingrom IL / NTG Lillehammer";"NM Normal, 26.februar";"K17";"42:56.8";"9:48.0";"2016-02-26T15:09:25.2000000";"";""
"31";"324";"Tonje Bruem";"Reistad";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"NM Normal, 26.februar";"K17";"43:02.2";"9:53.4";"2016-02-26T15:02:02.2000000";"";""
"32";"338";"Cornelia Zachariassen";"Rørvik";"F";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NM Normal, 26.februar";"K17";"43:08.8";"10:00.0";"2016-02-26T15:09:08.8000000";"";""
"33";"325";"Idunn Raade";"Olsen";"F";"NOR";"Tromsø Skiskytterlag / NTG-T";"NM Normal, 26.februar";"K17";"43:12.3";"10:03.5";"2016-02-26T15:02:42.3000000";"";""
"34";"348";"Guro Hennissen";"Hermann";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"NM Normal, 26.februar";"K17";"43:42.8";"10:34.0";"2016-02-26T15:14:43.1000000";"";""
"35";"366";"Tuva Eilevsdotter";"Sørbøen";"F";"NOR";"Ål Skiskyttarlag / Sirdal Ski Skiskyting";"NM Normal, 26.februar";"K17";"43:46.5";"10:37.7";"2016-02-26T15:23:47.1000000";"";""
"36";"336";"Emma Krogh";"Pedersen";"F";"NOR";"Nordkyn IL / Nordreisa vgs";"NM Normal, 26.februar";"K17";"43:47.2";"10:38.4";"2016-02-26T15:08:47.9000000";"";""
"37";"363";"Malin";"Jøranli";"F";"NOR";"Nordre Land IL / Team Valdres Ski";"NM Normal, 26.februar";"K17";"44:03.7";"10:54.9";"2016-02-26T15:22:33.9000000";"";""
"38";"354";"Therese Eikrem";"Blindheim";"F";"NOR";"Fossum IF / Wang Toppidrett";"NM Normal, 26.februar";"K17";"44:09.1";"11:00.3";"2016-02-26T15:18:09.5000000";"";""
"39";"322";"Sara Holm";"Lægreid";"M";"NOR";"";"NM Normal, 26.februar";"K17";"44:16.2";"11:07.4";"2016-02-26T15:02:16.2000000";"";""
"40";"342";"Rikke Hjelseth";"Larsen";"F";"NOR";"IL Bevern / Team Kongsberg";"NM Normal, 26.februar";"K17";"45:00.4";"11:51.6";"2016-02-26T15:13:01.1000000";"";""
"41";"330";"Marte Eriksen";"Hensema";"F";"NOR";"Bødalen IF / Sirdal Ski Skiskyting";"NM Normal, 26.februar";"K17";"45:02.7";"11:53.9";"2016-02-26T15:07:02.7000000";"";""
"42";"355";"Sunniva";"Sørheim";"F";"NOR";"Idrettslaget Dyre Vaa / Team TeVe";"NM Normal, 26.februar";"K17";"45:22.6";"12:13.8";"2016-02-26T15:19:52.9000000";"";""
"43";"357";"Stine";"Myhre";"F";"NOR";"Østre Toten Skilag";"NM Normal, 26.februar";"K17";"45:31.5";"12:22.7";"2016-02-26T15:21:01.9000000";"";""
"44";"369";"Randine";"Nes";"F";"NOR";"Fana IL / Team Glalaks";"NM Normal, 26.februar";"K17";"47:06.5";"13:57.7";"2016-02-26T15:28:37.2000000";"";""
"45";"340";"Lina Kvitvang";"Benan";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"NM Normal, 26.februar";"K17";"47:48.6";"14:39.8";"2016-02-26T15:14:49.0000000";"";""
"46";"349";"Anna-Frida";"VINGER";"F";"NOR";"Østre Toten Skilag";"NM Normal, 26.februar";"K17";"48:16.7";"15:07.9";"2016-02-26T15:19:46.7000000";"";""
"47";"332";"Mari Skjevling";"Erlandsen";"F";"NOR";"Hønefoss Skiskytterklubb / Team Skiguard Buskerud";"NM Normal, 26.februar";"K17";"48:17.2";"15:08.4";"2016-02-26T15:11:17.7000000";"";""
"48";"326";"Andrine";"Green";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"NM Normal, 26.februar";"K17";"0:00.0";"";"";"";""
"49";"0";"Sara Holm";"Lægreid";"F";"NOR";"Bærums Skiklub / Wang Toppidrett";"NM Normal, 26.februar";"K17";"0:00.0";"";"";"";""
"50";"335";"Sigrid Bredde";"VIG";"F";"NOR";"Simostranda IL / NTG Geilo";"NM Normal, 26.februar";"K17";"0:00.0";"";"";"";""
"1";"307";"Kristiane";"HOLM";"F";"NOR";"Simostranda IL / NTG Geilo";"NM Normal, 26.februar";"K18";"36:39.5";"0:00.0";"2016-02-26T14:47:09.5000000";"";""
"2";"288";"Mari";"Wetterhus";"F";"NOR";"Svene IL / NTG Lillehammer";"NM Normal, 26.februar";"K18";"37:02.6";"0:23.1";"2016-02-26T14:38:03.1000000";"";""
"3";"290";"Marit Ishol";"Skogan";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"NM Normal, 26.februar";"K18";"37:05.4";"0:25.9";"2016-02-26T14:39:05.4000000";"";""
"4";"304";"Johanna Fjerdingen";"Moan";"F";"NOR";"Røros IL";"NM Normal, 26.februar";"K18";"38:04.8";"1:25.3";"2016-02-26T14:47:04.8000000";"";""
"5";"317";"Silje";"Fosse";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"NM Normal, 26.februar";"K18";"38:07.9";"1:28.4";"2016-02-26T14:53:37.9000000";"";""
"6";"313";"Sigrid Flataas";"AUNE";"F";"NOR";"Steinkjer SK";"NM Normal, 26.februar";"K18";"38:46.3";"2:06.8";"2016-02-26T14:52:16.3000000";"";""
"7";"309";"Kjersti Kvistad";"Dengerud";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"NM Normal, 26.februar";"K18";"38:49.8";"2:10.3";"2016-02-26T14:50:19.8000000";"";""
"8";"308";"Marte Løvaas";"Søvik";"F";"NOR";"Trondhjems Skiskyttere / Heimdal VGS";"NM Normal, 26.februar";"K18";"39:03.1";"2:23.6";"2016-02-26T14:50:03.1000000";"";""
"9";"315";"Ingrid";"Gausemel";"F";"NOR";"Hornindal IL";"NM Normal, 26.februar";"K18";"39:22.0";"2:42.5";"2016-02-26T14:53:52.0000000";"";""
"10";"321";"Elise Skeide";"Bakke";"F";"NOR";"Eid IL";"NM Normal, 26.februar";"K18";"39:53.5";"3:14.0";"2016-02-26T14:57:23.5000000";"";""
"11";"295";"Vilde Aurora Gusevik";"Skotland";"F";"NOR";"Try, Idrettslaget / NTG Lillehammer";"NM Normal, 26.februar";"K18";"39:54.1";"3:14.6";"2016-02-26T14:44:24.1000000";"";""
"12";"293";"Hilvi Emerense";"HAMAR";"F";"NOR";"Byåsen Skiskytterlag";"NM Normal, 26.februar";"K18";"40:05.0";"3:25.5";"2016-02-26T14:43:35.0000000";"";""
"13";"303";"Yngvild";"Brandt";"F";"NOR";"Stiklestad IL / Meråker Videregående skole";"NM Normal, 26.februar";"K18";"40:15.1";"3:35.6";"2016-02-26T14:48:45.1000000";"";""
"14";"311";"Kristin";"SANDE";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb / NTG Geilo";"NM Normal, 26.februar";"K18";"40:23.5";"3:44.0";"2016-02-26T14:52:53.5000000";"";""
"15";"299";"Randi Sollid";"Nordvang";"F";"NOR";"Vik IL / NTG Lillehammer";"NM Normal, 26.februar";"K18";"40:30.8";"3:51.3";"2016-02-26T14:47:00.8000000";"";""
"16";"310";"Synne Findal";"Skar";"F";"NOR";"Sannidal Idrettslag / NTG Geilo";"NM Normal, 26.februar";"K18";"40:47.0";"4:07.5";"2016-02-26T14:52:47.0000000";"";""
"17";"296";"Emma";"STAVELI";"F";"NOR";"Orkdal IL / Meråker Videregående skole";"NM Normal, 26.februar";"K18";"41:06.8";"4:27.3";"2016-02-26T14:46:06.8000000";"";""
"18";"298";"Ine";"Skjellum";"F";"NOR";"Søndre Ål Sportsklubb / Team Lygna skiskyting";"NM Normal, 26.februar";"K18";"41:26.4";"4:46.9";"2016-02-26T14:47:26.4000000";"";""
"19";"305";"Stina";"Brattegard";"F";"NOR";"Ål Skiskyttarlag / NTG Geilo";"NM Normal, 26.februar";"K18";"41:37.2";"4:57.7";"2016-02-26T14:51:07.2000000";"";""
"20";"301";"Marie Henriksen";"Langseth";"F";"NOR";"Nordreisa Idrettslag / Nordreisa vgs";"NM Normal, 26.februar";"K18";"42:17.1";"5:37.6";"2016-02-26T14:49:47.1000000";"";""
"21";"302";"Ane Einbu";"Baugerød";"F";"NOR";"IL Bevern / NTG Lillehammer";"NM Normal, 26.februar";"K18";"42:54.1";"6:14.6";"2016-02-26T14:50:54.1000000";"";""
"22";"306";"Toril Bakka";"Nygård";"F";"NOR";"Haltdalen IL / Meråker Videregående skole";"NM Normal, 26.februar";"K18";"43:10.0";"6:30.5";"2016-02-26T14:53:10.0000000";"";""
"23";"294";"Emilie";"Auestad";"F";"NOR";"Nittedal Skiskytterlag";"NM Normal, 26.februar";"K18";"43:45.8";"7:06.3";"2016-02-26T14:47:45.8000000";"";""
"24";"297";"Anniken Wiig";"Helland-Hansen";"F";"NOR";"Bærums Skiklub";"NM Normal, 26.februar";"K18";"44:05.2";"7:25.7";"2016-02-26T14:49:35.2000000";"";""
"25";"289";"Berit";"Bjørkevoll";"F";"NOR";"Nittedal Skiskytterlag";"NM Normal, 26.februar";"K18";"44:22.7";"7:43.2";"2016-02-26T14:45:52.7000000";"";""
"26";"320";"Frida";"Dahl";"F";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"NM Normal, 26.februar";"K18";"44:58.3";"8:18.8";"2016-02-26T15:01:58.3000000";"";""
"27";"314";"Line";"Sølberg";"F";"NOR";"Leik, IL / Heimdal VGS";"NM Normal, 26.februar";"K18";"46:08.4";"9:28.9";"2016-02-26T15:00:08.4000000";"";""
"28";"318";"Tora Johanne";"Solvang";"F";"NOR";"Indre Balsfjord Skiskytterlag / Team Troms & Finnmark";"NM Normal, 26.februar";"K18";"47:27.6";"10:48.1";"2016-02-26T15:03:27.6000000";"";""
"29";"312";"Bettina";"Storkås";"F";"NOR";"Øvrebø IL / Sirdal Ski Skiskyting";"NM Normal, 26.februar";"K18";"0:00.0";"";"";"";""
"30";"300";"Sara";"Sundli";"F";"NOR";"Stor-Elvdal SK / Meråker Videregående skole";"NM Normal, 26.februar";"K18";"0:00.0";"";"";"";""
"31";"319";"Synnøve";"Stølen";"F";"NOR";"Oppdal IL / Meråker Videregående skole";"NM Normal, 26.februar";"K18";"0:00.0";"";"";"";""
"32";"292";"Birgit Fjærestad";"Hønsi";"F";"NOR";"Vik IL / Team Glalaks";"NM Normal, 26.februar";"K18";"0:00.0";"";"";"";""
"33";"316";"Petrine Lande";"Koteng";"F";"NOR";"Fossum IF";"NM Normal, 26.februar";"K18";"0:00.0";"";"";"";""
"34";"291";"Sanna";"Sjödén";"M";"SWE";"";"NM Normal, 26.februar";"K18";"0:00.0";"";"";"";""
"1";"14";"Emilie Ågheim";"Kalkenberg";"F";"NOR";"Skonseng UL";"NM Normal, 26.februar";"K19";"32:55.8";"0:00.0";"2016-02-26T09:54:56.4000000";"";""
"2";"5";"Karoline";"Erdal";"F";"NOR";"Førde IL / NTG Geilo";"NM Normal, 26.februar";"K19";"34:03.9";"1:08.1";"2016-02-26T09:51:33.9000000";"";""
"3";"20";"Kristina";"Skjevdal";"F";"NOR";"Røros IL";"NM Normal, 26.februar";"K19";"35:30.3";"2:34.5";"2016-02-26T10:00:30.7000000";"";""
"4";"22";"Ida";"Lien";"F";"NOR";"Simostranda IL / NTG Geilo";"NM Normal, 26.februar";"K19";"35:35.1";"2:39.3";"2016-02-26T10:01:35.7000000";"";""
"5";"15";"Malin Auganæs";"Bergtun";"F";"NOR";"Kvam Langrenn- og Skiskyttarklubb / Team Glalaks";"NM Normal, 26.februar";"K19";"36:11.7";"3:15.9";"2016-02-26T09:58:41.9000000";"";""
"6";"25";"Mathea";"Tofte";"F";"NOR";"Vingrom IL / NTG Lillehammer";"NM Normal, 26.februar";"K19";"36:36.8";"3:41.0";"2016-02-26T10:04:06.7000000";"";""
"7";"21";"Victoria";"Karlsson";"M";"SWE";"";"NM Normal, 26.februar";"K19";"36:43.0";"3:47.2";"2016-02-26T10:02:13.6000000";"";""
"8";"10";"Silje";"Gløtheim";"F";"NOR";"Røros IL";"NM Normal, 26.februar";"K19";"37:09.4";"4:13.6";"2016-02-26T09:57:09.8000000";"";""
"9";"8";"Nora Huken";"Mathiesen";"F";"NOR";"Ullensaker SK / NTG Lillehammer";"NM Normal, 26.februar";"K19";"37:28.7";"4:32.9";"2016-02-26T09:56:28.9000000";"";""
"10";"7";"Stine Eggen";"Persson";"F";"NOR";"Vingrom IL / NTG Lillehammer";"NM Normal, 26.februar";"K19";"37:31.9";"4:36.1";"2016-02-26T09:56:01.9000000";"";""
"11";"19";"Une Christiane Tronerud";"Kvelvane";"F";"NOR";"Voss Skiskytterlag / Team Glalaks";"NM Normal, 26.februar";"K19";"37:47.9";"4:52.1";"2016-02-26T10:02:17.7000000";"";""
"12";"18";"Kirsten Daae";"Wiig";"F";"NOR";"Ullensaker SK / NTG Lillehammer";"NM Normal, 26.februar";"K19";"37:53.9";"4:58.1";"2016-02-26T10:01:54.0000000";"";""
"13";"17";"Ingrid";"Grue";"F";"NOR";"Kvikne IL";"NM Normal, 26.februar";"K19";"38:24.3";"5:28.5";"2016-02-26T10:01:54.6000000";"";""
"14";"16";"Susanne";"Hemnes";"F";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NM Normal, 26.februar";"K19";"38:28.0";"5:32.2";"2016-02-26T10:01:28.5000000";"";""
"15";"12";"Margit";"Sørensen";"F";"NOR";"Fet SK / Sirdal Ski Skiskyting";"NM Normal, 26.februar";"K19";"38:30.0";"5:34.2";"2016-02-26T09:59:30.2000000";"";""
"16";"24";"Ann Vilde";"Kristensen";"F";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NM Normal, 26.februar";"K19";"38:43.2";"5:47.4";"2016-02-26T10:05:43.8000000";"";""
"17";"30";"Anna";"Hedström";"M";"SWE";"";"NM Normal, 26.februar";"K19";"39:15.9";"6:20.1";"2016-02-26T10:09:15.9000000";"";""
"18";"4";"Sigrid Johannesen";"Livik";"F";"NOR";"Meråker Skiskytterklubb / Meråker Videregående skole";"NM Normal, 26.februar";"K19";"39:24.4";"6:28.6";"2016-02-26T09:56:24.4000000";"";""
"19";"23";"Vilde Olsen";"Rosvoldsve";"F";"NOR";"Byåsen Skiskytterlag / Heimdal VGS";"NM Normal, 26.februar";"K19";"40:59.6";"8:03.8";"2016-02-26T10:07:30.7000000";"";""
"20";"33";"Julie Kloster";"Snekkevik";"F";"NOR";"Tromsø Skiskytterlag / NTG-T";"NM Normal, 26.februar";"K19";"41:03.2";"8:07.4";"2016-02-26T10:12:33.5000000";"";""
"21";"3";"Hege";"Kittelsen";"F";"NOR";"Idrettslaget Dyre Vaa / Team TeVe";"NM Normal, 26.februar";"K19";"41:03.7";"8:07.9";"2016-02-26T09:57:33.7000000";"";""
"22";"2";"Siri";"MOHOLTH";"F";"NOR";"IL Bevern / Team Skiguard Buskerud";"NM Normal, 26.februar";"K19";"41:53.8";"8:58.0";"2016-02-26T09:57:53.8000000";"";""
"23";"6";"Anna Kristine";"Størseth";"F";"NOR";"Meråker Skiskytterklubb / Meråker Videregående skole";"NM Normal, 26.februar";"K19";"42:57.3";"10:01.5";"2016-02-26T10:00:57.3000000";"";""
"24";"32";"Marie Kvistad";"Vee";"F";"NOR";"Simostranda IL / Meråker Videregående skole";"NM Normal, 26.februar";"K19";"43:06.0";"10:10.2";"2016-02-26T10:14:06.6000000";"";""
"25";"29";"Synne";"Flotten";"F";"NOR";"Oppdal IL / Meråker Videregående skole";"NM Normal, 26.februar";"K19";"43:10.9";"10:15.1";"2016-02-26T10:12:40.7000000";"";""
"26";"13";"Marta Skrove";"Nossum";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"NM Normal, 26.februar";"K19";"43:12.6";"10:16.8";"2016-02-26T10:04:43.2000000";"";""
"27";"26";"Anne-Guro";"Bekken";"F";"NOR";"Kvikne IL";"NM Normal, 26.februar";"K19";"44:12.3";"11:16.5";"2016-02-26T10:12:12.4000000";"";""
"28";"9";"Silje Marie";"Hage";"F";"NOR";"Gjesdal Skiskytterlag / Sirdal Ski Skiskyting";"NM Normal, 26.februar";"K19";"44:16.7";"11:20.9";"2016-02-26T10:03:46.9000000";"";""
"29";"34";"Tiril Emilie Ruud";"Bråten";"F";"NOR";"Fet SK";"NM Normal, 26.februar";"K19";"44:36.2";"11:40.4";"2016-02-26T10:16:36.5000000";"";""
"30";"31";"Synne";"Nesse";"F";"NOR";"Fet SK";"NM Normal, 26.februar";"K19";"45:44.5";"12:48.7";"2016-02-26T10:16:14.7000000";"";""
"31";"11";"Lise";"Sundli";"F";"NOR";"Sokna IL";"NM Normal, 26.februar";"K19";"45:50.1";"12:54.3";"2016-02-26T10:06:20.0000000";"";""
"32";"27";"Julie";"Bjørken";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"NM Normal, 26.februar";"K19";"46:08.5";"13:12.7";"2016-02-26T10:14:39.2000000";"";""
"33";"28";"Emilie";"Melås";"F";"NOR";"Drangedal Idrettslag / Team TeVe";"NM Normal, 26.februar";"K19";"0:45.0";"";"";"";""
"34";"0";"Marta Skrove";"Nossum";"F";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"NM Normal, 26.februar";"K19";"0:00.0";"";"";"";""
"1";"105";"Linn";"Larsson";"M";"SWE";"";"NM Normal, 26.februar";"K20-21";"42:06.6";"0:00.0";"2016-02-26T10:49:36.9000000";"";""
"2";"106";"Eline";"Grue";"F";"NOR";"Kvikne IL";"NM Normal, 26.februar";"K20-21";"42:42.4";"0:35.8";"2016-02-26T10:50:43.0000000";"";""
"3";"118";"Anne Marit";"Bredalen";"F";"NOR";"Åsnes Skiskytterlag / Team Bardøla";"NM Normal, 26.februar";"K20-21";"42:45.3";"0:38.7";"2016-02-26T10:56:46.0000000";"";""
"4";"114";"Ida Emilie";"Herfoss";"F";"NOR";"Drangedal Idrettslag";"NM Normal, 26.februar";"K20-21";"43:02.0";"0:55.4";"2016-02-26T10:55:02.2000000";"";""
"5";"112";"Karoline Offigstad";"Knotten";"F";"NOR";"Vingrom IL";"NM Normal, 26.februar";"K20-21";"43:15.4";"1:08.8";"2016-02-26T10:54:16.0000000";"";""
